"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"NY","2","NY1201-0127","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0127'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0127'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Canajoharie Creek, Upper, and tribs","RIVER","58.3","MILES","STREAM/CREEK/RIVER","stream and tribs, above Ames","-","-","-","Y","Y","Y","-"
"NY","2","NY1201-0132","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0132'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0132'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Ephratah Reservoir","FRESHWATER LAKE",".3","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0140","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0140'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0140'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Wallace Pond","FRESHWATER LAKE","18.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1201-0138","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0138'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0138'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tribs to Peck Lake","RIVER","11.7","MILES","STREAM/CREEK/RIVER","total length of all tribs to lake","-","-","-","Y","Y","N","-"
"NY","2","NY1201-0064","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0064'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0064'); newWindow.focus()"">Map Assessed Water</a>","GOOD","NYS Barge Canal (portion 7)","RIVER","21.3","MILES","STREAM/CREEK/RIVER","from East Schuyler to Rome","-","-","-","Y","Y","Y","-"
"NY","2","NY1201-0170","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0170'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0170'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Pine Lake","FRESHWATER LAKE","166.4","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0035","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0035'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0035'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Oscawana Lake","FRESHWATER LAKE","363.8","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0041","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0041'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0041'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Crystal Lake","FRESHWATER LAKE","59.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1201-0172","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0172'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0172'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Mud Lake","FRESHWATER LAKE","17.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1201-0190","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0190'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0190'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Barto Lake, Mud Pond","FRESHWATER LAKE","29.8","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0056","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0056'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0056'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Queensboro Lk, Turkey Hill Pd, others","FRESHWATER LAKE","190","ACRES","LAKE/RESERVOIR/POND","total area of selected lakes","-","-","-","Y","Y","N","-"
"NY","2","NY1201-0074","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0074'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0074'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Lisha Kill and tribs","RIVER","28.5","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1201-0193","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0193'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0193'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Nowadaga Creek, Lower, and tribs","RIVER","39.2","MILES","STREAM/CREEK/RIVER","stream and tribs, from mouth to Newville","-","-","-","Y","Y","Y","-"
"NY","2","NY1201-0089","2014","<a href=""JavaScript: newWindow = report305b('NY1201-0089'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1201-0089'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mohawk River/NYS Barge Canal, Main Stem","RIVER","3.7","MILES","STREAM/CREEK/RIVER","from Auriesville to Fonda/Fultonville","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0091","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0091'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0091'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Barger Pond","FRESHWATER LAKE","30","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0015","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0015'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0015'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Wawayanda Creek, Upper, and minor tribs","RIVER","21.2","MILES","STREAM/CREEK/RIVER","stream and select tribs, above Warwick","-","-","-","Y","Y","Y","-"
"NY","2","NY1307-0021","2014","<a href=""JavaScript: newWindow = report305b('NY1307-0021'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1307-0021'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Kingston Reservoir 4","FRESHWATER LAKE","21.3","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","N","-"
"NY","2","NY1307-0026","2014","<a href=""JavaScript: newWindow = report305b('NY1307-0026'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1307-0026'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Stony Creek and tribs","RIVER","19.8","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0229","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0229'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0229'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bronks Lake","FRESHWATER LAKE","58.3","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0025","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0025'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0025'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Quaker Creek and tribs","RIVER","41.5","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1307-0035","2014","<a href=""JavaScript: newWindow = report305b('NY1307-0035'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1307-0035'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Woodland Stream and tribs","RIVER","27.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1301-0238","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0238'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0238'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to West of Hudson","RIVER","8.4","MILES","STREAM/CREEK/RIVER","total length of select tribs, from Coeymans to Glenmont","-","-","-","Y","Y","N","-"
"NY","2","NY1302-0104","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0104'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0104'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Middle Branch Croton R, Lower","RIVER",".2","MILES","STREAM/CREEK/RIVER","entire stream","-","-","-","Y","Y","Y","-"
"NY","2","NY1302-0105","2014","<a href=""JavaScript: newWindow = report305b('NY1302-0105'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1302-0105'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Middle Branch Croton R, Middle, and trib","RIVER","6.8","MILES","STREAM/CREEK/RIVER","stream and tribs, Middle Branch Reserv to Lake Carmel","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0250","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0250'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0250'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Moules Lake","FRESHWATER LAKE","10.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0043","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0043'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0043'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Kleine Kill and tribs","RIVER","3.2","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1308-0022","2014","<a href=""JavaScript: newWindow = report305b('NY1308-0022'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1308-0022'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Snyder Pond","FRESHWATER LAKE","25.8","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1308-0023","2014","<a href=""JavaScript: newWindow = report305b('NY1308-0023'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1308-0023'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Shaver Pond","FRESHWATER LAKE","11.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0256","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0256'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0256'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Quacken Kill, Lower, and tribs","RIVER","26.5","MILES","STREAM/CREEK/RIVER","stream and tribs, from mouth to near Quackenkill","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0258","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0258'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0258'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mill Pond, Second Pond, Long Pond","FRESHWATER LAKE","158.9","ACRES","LAKE/RESERVOIR/POND","total area of all three lakes","-","-","-","Y","Y","Y","-"
"NY","2","NY1306-0052","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0052'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0052'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Dwaar Kill and tribs","RIVER","18.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1301-0270","2014","<a href=""JavaScript: newWindow = report305b('NY1301-0270'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1301-0270'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Big Bowman Pond","FRESHWATER LAKE","26.6","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0056","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0056'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0056'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Pinebush Lake","FRESHWATER LAKE","9.4","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1306-0059","2014","<a href=""JavaScript: newWindow = report305b('NY1306-0059'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1306-0059'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Little Shawangunk Kill and tribs","RIVER","16.6","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1309-0016","2014","<a href=""JavaScript: newWindow = report305b('NY1309-0016'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1309-0016'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Kisatom Brook and tribs","RIVER","49.7","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","N","-"
"NY","2","NY1702-0067","2014","<a href=""JavaScript: newWindow = report305b('NY1702-0067'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1702-0067'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Sheldrake Lake/Upper Larchmont Reservoir","FRESHWATER LAKE","28.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1702-0252","2014","<a href=""JavaScript: newWindow = report305b('NY1702-0252'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1702-0252'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Trinity Lake","FRESHWATER LAKE","122.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY1702-0098","2014","<a href=""JavaScript: newWindow = report305b('NY1702-0098'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1702-0098'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Long Island Sound, Suffolk County, West","ESTUARY","69.739486","SQUARE MILES","BAY/ESTUARY","Sound fr Nassau/Suffolk Co line to Old Field Point","-","-","-","Y","Y","Y","-"
"NY","2","NY1702-0137","2014","<a href=""JavaScript: newWindow = report305b('NY1702-0137'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1702-0137'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mill River and tribs","RIVER","34.8","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1702-0143","2014","<a href=""JavaScript: newWindow = report305b('NY1702-0143'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1702-0143'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Tribs to Manhasset Bay","RIVER","5.3","MILES","STREAM/CREEK/RIVER","total length of selected (fresh) tribs to bay","-","-","-","Y","Y","N","-"
"NY","2","NY0201-0032","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0032'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0032'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Red House Brook and tribs","RIVER","86.9","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0101-0037","2014","<a href=""JavaScript: newWindow = report305b('NY0101-0037'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0101-0037'); newWindow.focus()"">Map Assessed Water</a>","GOOD","South Branch Smoke Cr, Upper, and tribs","RIVER","4.7","MILES","STREAM/CREEK/RIVER","stream and tribs, above Orchard Park","-","-","-","Y","Y","Y","-"
"NY","2","NY0104-0039","2014","<a href=""JavaScript: newWindow = report305b('NY0104-0039'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0104-0039'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Eighteenmile Creek, Upper, and tribs","RIVER","72.3","MILES","STREAM/CREEK/RIVER","stream and tribs, above Patchin","-","-","-","Y","Y","Y","-"
"NY","2","NY0201-0035","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0035'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0035'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Linlyco/Club Pond","FRESHWATER LAKE","11.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0201-0039","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0039'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0039'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Great Valley Cr, Lower, and minor tribs","RIVER","50","MILES","STREAM/CREEK/RIVER","stream and minor tribs, from mouth to Great Valley","-","-","-","Y","Y","Y","-"
"NY","2","NY0202-0078","2014","<a href=""JavaScript: newWindow = report305b('NY0202-0078'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Camp Chautauqua Pond","FRESHWATER LAKE","39.9","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0104-0059","2014","<a href=""JavaScript: newWindow = report305b('NY0104-0059'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0104-0059'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Mansfield Creek and tribs","RIVER","93","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0201-0060","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0060'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0060'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Rawson Creek and tribs","RIVER","24.7","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0104-0063","2014","<a href=""JavaScript: newWindow = report305b('NY0104-0063'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0104-0063'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Buttermilk Creek and tribs","RIVER","81.1","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0104-0064","2014","<a href=""JavaScript: newWindow = report305b('NY0104-0064'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0104-0064'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Elton Creek, Upper, and tribs","RIVER","82.2","MILES","STREAM/CREEK/RIVER","stream and tribs, above Delevan","-","-","-","Y","Y","Y","-"
"NY","2","NY0104-0066","2014","<a href=""JavaScript: newWindow = report305b('NY0104-0066'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0104-0066'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Frog Pond, Sucker Pond","FRESHWATER LAKE","22.4","ACRES","LAKE/RESERVOIR/POND","total area of both lakes","-","-","-","Y","Y","N","-"
"NY","2","NY0201-0066","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0066'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0066'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Dodge Creek, Upper, and tribs","RIVER","60.6","MILES","STREAM/CREEK/RIVER","stream and tribs, above Obi","-","-","-","Y","Y","N","-"
"NY","2","NY0201-0068","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0068'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0068'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Oswayo Creek and tribs","RIVER","28.8","MILES","STREAM/CREEK/RIVER","entire stream and tribs, within NYS","-","-","-","Y","Y","Y","-"
"NY","2","NY0301-0012","2014","<a href=""JavaScript: newWindow = report305b('NY0301-0012'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0301-0012'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Bond Lake","FRESHWATER LAKE","34.5","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","N","-"
"NY","2","NY0201-0071","2014","<a href=""JavaScript: newWindow = report305b('NY0201-0071'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0201-0071'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to Pennsylvania","RIVER",".8","MILES","STREAM/CREEK/RIVER","total length of selected/smaller tribs to Pennsylvania","-","-","-","Y","Y","N","-"
"NY","2","NY0102-0036","2014","<a href=""JavaScript: newWindow = report305b('NY0102-0036'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0102-0036'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Bowen Brook and tribs","RIVER","60.6","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0102-0037","2014","<a href=""JavaScript: newWindow = report305b('NY0102-0037'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0102-0037'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Little Tonawanda Creek, Upper, and tribs","RIVER","54.8","MILES","STREAM/CREEK/RIVER","stream and tribs, above Linden","-","-","-","Y","Y","Y","-"
"NY","2","NY0102-0040","2014","<a href=""JavaScript: newWindow = report305b('NY0102-0040'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0102-0040'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Attica Water Supply Reservoir","FRESHWATER LAKE","173.4","ACRES","LAKE/RESERVOIR/POND","entire reservoir","-","-","-","Y","Y","Y","-"
"NY","2","NY0202-0003","2014","<a href=""JavaScript: newWindow = report305b('NY0202-0003'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0202-0003'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Lower Cassadaga Lake","FRESHWATER LAKE","92.2","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0202-0004","2014","<a href=""JavaScript: newWindow = report305b('NY0202-0004'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0202-0004'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Findley Lake","FRESHWATER LAKE","297.3","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0301-0017","2014","<a href=""JavaScript: newWindow = report305b('NY0301-0017'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0301-0017'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Buck Pond","FRESHWATER LAKE","205.1","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY0102-0042","2014","<a href=""JavaScript: newWindow = report305b('NY0102-0042'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0102-0042'); newWindow.focus()"">Map Assessed Water</a>","GOOD","East Fork and tribs","RIVER","48.5","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0105-0012","2014","<a href=""JavaScript: newWindow = report305b('NY0105-0012'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0105-0012'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Silver Creek, Upper, and tribs","RIVER","32.7","MILES","STREAM/CREEK/RIVER","stream and tribs, above Smith Mills","-","-","-","Y","Y","Y","-"
"NY","2","NY0202-0007","2014","<a href=""JavaScript: newWindow = report305b('NY0202-0007'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Stillwater Creek, Lower, and tribs","RIVER","15.3","MILES","STREAM/CREEK/RIVER","stream and tribs, from mouth to Stillwater","-","-","-","Y","Y","N","-"
"NY","2","NY0103-0004","2014","<a href=""JavaScript: newWindow = report305b('NY0103-0004'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0103-0004'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Buffalo Creek, Upper, and minor tribs","RIVER","285.1","MILES","STREAM/CREEK/RIVER","stream and tribs, above East Elma","-","-","-","Y","Y","Y","-"
"NY","2","NY0105-0016","2014","<a href=""JavaScript: newWindow = report305b('NY0105-0016'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0105-0016'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Beaver Creek and tribs","RIVER","14.9","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY0202-0015","2014","<a href=""JavaScript: newWindow = report305b('NY0202-0015'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY0202-0015'); newWindow.focus()"">Map Assessed Water</a>","GOOD","French Creek, Lower, and minor tribs","RIVER","32.1","MILES","STREAM/CREEK/RIVER","stream and selected tribs, from mouth to French Creek","-","-","-","Y","Y","Y","-"
"NY","2","NY1104-0273","2014","<a href=""JavaScript: newWindow = report305b('NY1104-0273'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1104-0273'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Jessup River and tribs","RIVER","76.2","MILES","STREAM/CREEK/RIVER","entire stream and tribs","-","-","-","Y","Y","Y","-"
"NY","2","NY1104-0285","2014","<a href=""JavaScript: newWindow = report305b('NY1104-0285'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1104-0285'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Rock Pond","FRESHWATER LAKE","56.7","ACRES","LAKE/RESERVOIR/POND","entire lake","-","-","-","Y","Y","Y","-"
"NY","2","NY1101-0055","2014","<a href=""JavaScript: newWindow = report305b('NY1101-0055'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('NY1101-0055'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Minor Tribs to West of Upper Hudson","RIVER","46.5","MILES","STREAM/CREEK/RIVER","total length of sel. tribs, Waterford to Mechanicville","-","-","-","Y","Y","N","-"
