"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"CA","9","CAR6371002020170921040283","2016","<a href=""JavaScript: newWindow = report305b('CAR6371002020170921040283'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Long Valley Creek","RIVER","54.39","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342001020170823046149","2016","<a href=""JavaScript: newWindow = report305b('CAR6342001020170823046149'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Dollar Creek","RIVER","2.63","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342001020170823044046","2016","<a href=""JavaScript: newWindow = report305b('CAR6342001020170823044046'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Griff Creek","RIVER","4","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342002020170824039940","2016","<a href=""JavaScript: newWindow = report305b('CAR6342002020170824039940'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Madden Creek","RIVER","3","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342002020170905026056","2016","<a href=""JavaScript: newWindow = report305b('CAR6342002020170905026056'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","McKinney Creek","RIVER","4.65","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342003020170905026451","2016","<a href=""JavaScript: newWindow = report305b('CAR6342003020170905026451'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Meeks Creek","RIVER","8.49","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL6341004020170905029619","2016","<a href=""JavaScript: newWindow = report305b('CAL6341004020170905029619'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Gilmore Lake","FRESHWATER RESERVOIR","78.42","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6352003020170823032667","2016","<a href=""JavaScript: newWindow = report305b('CAR6352003020170823032667'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","North Fork Prosser Creek","RIVER","9.92","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342001020170823043728","2016","<a href=""JavaScript: newWindow = report305b('CAR6342001020170823043728'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Watson Creek","RIVER","3.16","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL6342003020170829027722","2016","<a href=""JavaScript: newWindow = report305b('CAL6342003020170829027722'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Crag Lake","FRESHWATER RESERVOIR","20.6","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL6342003020170829028901","2016","<a href=""JavaScript: newWindow = report305b('CAL6342003020170829028901'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Stony Ridge Lake","FRESHWATER RESERVOIR","53.47","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6342003020170829034812","2016","<a href=""JavaScript: newWindow = report305b('CAR6342003020170829034812'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Lonely Gulch Creek","RIVER","2.17","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL1031101320111118101435","2016","<a href=""JavaScript: newWindow = report305b('CAL1031101320111118101435'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Dead Lake","FRESHWATER RESERVOIR","24.9","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL1054201220111118102130","2016","<a href=""JavaScript: newWindow = report305b('CAL1054201220111118102130'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Kangaroo Lake","FRESHWATER RESERVOIR","21.5","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL1054209020110816095721","2016","<a href=""JavaScript: newWindow = report305b('CAL1054209020110816095721'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Campbell Lake","FRESHWATER RESERVOIR","38.12","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR8017100020011107164235","2016","<a href=""JavaScript: newWindow = report305b('CAR8017100020011107164235'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Metcalf Creek","RIVER","4.21828","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL1117302020111118103139","2016","<a href=""JavaScript: newWindow = report305b('CAL1117302020111118103139'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Plaskett Lake","FRESHWATER RESERVOIR","3.78","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL1117404120111118102423","2016","<a href=""JavaScript: newWindow = report305b('CAL1117404120111118102423'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Howard Lake","FRESHWATER RESERVOIR","23.3","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL1132005620111118103425","2016","<a href=""JavaScript: newWindow = report305b('CAL1132005620111118103425'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Cleone, Lake","FRESHWATER RESERVOIR","14.01","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL2053008020111218144539","2016","<a href=""JavaScript: newWindow = report305b('CAL2053008020111218144539'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Cunningham, Lake","FRESHWATER RESERVOIR","50","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4051300020111217190022","2016","<a href=""JavaScript: newWindow = report305b('CAL4051300020111217190022'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Kenneth Hahn Park Lake","FRESHWATER RESERVOIR","28","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4051501020111217191829","2016","<a href=""JavaScript: newWindow = report305b('CAL4051501020111217191829'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Belvedere Park Lake","FRESHWATER RESERVOIR","3.6","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4051501020111218141642","2016","<a href=""JavaScript: newWindow = report305b('CAL4051501020111218141642'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","John Ford Park Lake","FRESHWATER RESERVOIR","14","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL4052100020110914165823","2016","<a href=""JavaScript: newWindow = report305b('CAL4052100020110914165823'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Wildlife Lake","FRESHWATER RESERVOIR","15","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL4052100020110914170029","2016","<a href=""JavaScript: newWindow = report305b('CAL4052100020110914170029'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Balboa Lake","FRESHWATER RESERVOIR","27","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5071201020111118114508","2016","<a href=""JavaScript: newWindow = report305b('CAL5071201020111118114508'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","North Battle Creek Reservoir","FRESHWATER RESERVOIR","75","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5135402020111118114910","2016","<a href=""JavaScript: newWindow = report305b('CAL5135402020111118114910'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Blue Lakes (Lake County)","FRESHWATER RESERVOIR","91","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5143601320111118115759","2016","<a href=""JavaScript: newWindow = report305b('CAL5143601320111118115759'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Silver Lake (Amador County)","FRESHWATER RESERVOIR","523","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5145201020111118115044","2016","<a href=""JavaScript: newWindow = report305b('CAL5145201020111118115044'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Big Reservoir (Placer County)","FRESHWATER RESERVOIR","60","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5162001020111221115959","2016","<a href=""JavaScript: newWindow = report305b('CAL5162001020111221115959'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Zayak (Swan) Lake","FRESHWATER RESERVOIR","26","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5173301020111118120339","2016","<a href=""JavaScript: newWindow = report305b('CAL5173301020111118120339'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Faucherie Lake","FRESHWATER RESERVOIR","135","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5173301120111118120209","2016","<a href=""JavaScript: newWindow = report305b('CAL5173301120111118120209'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Bowman Lake","FRESHWATER RESERVOIR","810","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5185401320111118144442","2016","<a href=""JavaScript: newWindow = report305b('CAL5185401320111118144442'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Antelope Lake","FRESHWATER RESERVOIR","921","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5252202220111118144841","2016","<a href=""JavaScript: newWindow = report305b('CAL5252202220111118144841'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Castle Lake","FRESHWATER RESERVOIR","48","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5263601120111118145313","2016","<a href=""JavaScript: newWindow = report305b('CAL5263601120111118145313'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Butte Lake","FRESHWATER RESERVOIR","197","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5264201020111118150059","2016","<a href=""JavaScript: newWindow = report305b('CAL5264201020111118150059'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Medicine Lake","FRESHWATER RESERVOIR","428","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5265101320111118145823","2016","<a href=""JavaScript: newWindow = report305b('CAL5265101320111118145823'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Duncan Reservoir","FRESHWATER RESERVOIR","160","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5265106020111118145607","2016","<a href=""JavaScript: newWindow = report305b('CAL5265106020111118145607'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Reservoir C (Modoc County)","FRESHWATER RESERVOIR","20","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5271001020111118150431","2016","<a href=""JavaScript: newWindow = report305b('CAL5271001020111118150431'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Cave Lake","FRESHWATER RESERVOIR","4.4","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5271001020111118150639","2016","<a href=""JavaScript: newWindow = report305b('CAL5271001020111118150639'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Lily Lake","FRESHWATER RESERVOIR","6.2","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5326001620111118151139","2016","<a href=""JavaScript: newWindow = report305b('CAL5326001620111118151139'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Blue Lake, Upper (Alpine County)","FRESHWATER RESERVOIR","293","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5344200020111118151514","2016","<a href=""JavaScript: newWindow = report305b('CAL5344200020111118151514'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Beardsley Lake","FRESHWATER RESERVOIR","698","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5345001320111118151655","2016","<a href=""JavaScript: newWindow = report305b('CAL5345001320111118151655'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Spicer Meadow Reservoir","FRESHWATER RESERVOIR","166","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5353000020110216112126","2016","<a href=""JavaScript: newWindow = report305b('CAL5353000020110216112126'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Coulter Pond (Stanislaus County)","FRESHWATER RESERVOIR","1.2","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5363101020110814221427","2016","<a href=""JavaScript: newWindow = report305b('CAL5363101020110814221427'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Twain Harte Lake","FRESHWATER RESERVOIR","8.1","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAL5391200020111118152314","2016","<a href=""JavaScript: newWindow = report305b('CAL5391200020111118152314'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Eastman Lake (Madera County)","FRESHWATER RESERVOIR","1814","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAL5405200020111118152651","2016","<a href=""JavaScript: newWindow = report305b('CAL5405200020111118152651'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Huntington Lake","FRESHWATER RESERVOIR","1422","ACRES","LAKE/RESERVOIR/POND","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6341004220111221123123","2016","<a href=""JavaScript: newWindow = report305b('CAR6341004220111221123123'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Truckee River, Upper (channelized segment near Tahoe Keys)","RIVER",".57","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR6360002020110817214650","2016","<a href=""JavaScript: newWindow = report305b('CAR6360002020110817214650'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Independence Creek at mouth (Sierra County)","RIVER","3.6","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR8011100020110412101734","2016","<a href=""JavaScript: newWindow = report305b('CAR8011100020110412101734'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Talbert Channel (Orange County)","RIVER","5.5","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR8011100020110412102204","2016","<a href=""JavaScript: newWindow = report305b('CAR8011100020110412102204'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Hicks Canyon Wash","RIVER","5","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR8011100020110817220948","2016","<a href=""JavaScript: newWindow = report305b('CAR8011100020110817220948'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Westminister Channel","RIVER","3.8","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR5440000020080702173527","2016","<a href=""JavaScript: newWindow = report305b('CAR5440000020080702173527'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5440000020080702173527'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mountain House Creek (from Altamont Pass to Old River, Alameda and San Joaquin Counties; partly in Delta Waterways, southern portion)","RIVER","11","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5357000020080703103135","2016","<a href=""JavaScript: newWindow = report305b('CAR5357000020080703103135'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5357000020080703103135'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Turner Slough (Merced County)","RIVER","3.1","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5412000020080703103919","2016","<a href=""JavaScript: newWindow = report305b('CAR5412000020080703103919'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Santa Rita Slough (from San Joaquin River to Wood Slough, Fresno and Merced Counties)","RIVER","8.7","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR5185304420080707104927","2016","<a href=""JavaScript: newWindow = report305b('CAR5185304420080707104927'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Indian Creek (from Antelope Lake to East Branch of North Fork Feather River, Plumas County)","RIVER","37","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5430003120080707113548","2016","<a href=""JavaScript: newWindow = report305b('CAR5430003120080707113548'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5430003120080707113548'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Kellogg Creek (Los Vaqueros Reservoir to Discovery Bay; partly in Delta Waterways, western portion)","RIVER","14","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5356000020080707125417","2016","<a href=""JavaScript: newWindow = report305b('CAR5356000020080707125417'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5356000020080707125417'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Highline Canal (from Mustang Creek to Lateral No 8, Merced and Stanislaus Counties)","RIVER","14.47","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5356000020080707130803","2016","<a href=""JavaScript: newWindow = report305b('CAR5356000020080707130803'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5356000020080707130803'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Ingalsbe Slough (tributary to Merced River, Merced County)","RIVER","9.6","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5581000020080707132829","2016","<a href=""JavaScript: newWindow = report305b('CAR5581000020080707132829'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5581000020080707132829'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Kaweah River (below Terminus Dam, Tulare County)","RIVER","9.4","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5042007020080708163738","2016","<a href=""JavaScript: newWindow = report305b('CAR5042007020080708163738'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5042007020080708163738'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Burch Creek (Tehama County)","RIVER","24","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5202100020080708170311","2016","<a href=""JavaScript: newWindow = report305b('CAR5202100020080708170311'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5202100020080708170311'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Knights Landing Ridge Cut (Yolo County)","RIVER","13","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR6031005120080630162428","2016","<a href=""JavaScript: newWindow = report305b('CAR6031005120080630162428'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR6031005120080630162428'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Mammoth Creek, unamed tributary (confluence is near Old Mammoth Rd)","RIVER","1.85","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5380001020080709164456","2016","<a href=""JavaScript: newWindow = report305b('CAR5380001020080709164456'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5380001020080709164456'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Bear Creek (from Bear Valley to San Joaquin River, Mariposa and Merced Counties)","RIVER","84","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5358000020080709165037","2016","<a href=""JavaScript: newWindow = report305b('CAR5358000020080709165037'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Black Rascal Creek (Merced County)","RIVER","9.6","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5134004020080731215753","2016","<a href=""JavaScript: newWindow = report305b('CAR5134004020080731215753'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5134004020080731215753'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cache Creek, North Fork (below Indian Valley Reservoir, Lake County)","RIVER","14","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5581000020080808211103","2016","<a href=""JavaScript: newWindow = report305b('CAR5581000020080808211103'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5581000020080808211103'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cross Creek (Kings and Tulare Counties)","RIVER","32","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5332004020080801170743","2016","<a href=""JavaScript: newWindow = report305b('CAR5332004020080801170743'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Calaveras River, North Fork (Calaveras County)","RIVER","26","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR5333004220080808173644","2016","<a href=""JavaScript: newWindow = report305b('CAR5333004220080808173644'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","Calaveritas Creek (Calaveras County)","RIVER","10","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR5363102120080808180808","2016","<a href=""JavaScript: newWindow = report305b('CAR5363102120080808180808'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5363102120080808180808'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Curtis Creek (Tuolumne County)","RIVER","12","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5357000020080806144342","2016","<a href=""JavaScript: newWindow = report305b('CAR5357000020080806144342'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5357000020080806144342'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Deadman Creek (Merced County)","RIVER","11","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5192200020080731222408","2016","<a href=""JavaScript: newWindow = report305b('CAR5192200020080731222408'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5192200020080731222408'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Natomas Cross Canal (Sutter County)","RIVER","5.8","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5452000020080806143824","2016","<a href=""JavaScript: newWindow = report305b('CAR5452000020080806143824'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Dry Creek (Madera County)","RIVER","24","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5314000020080803214539","2016","<a href=""JavaScript: newWindow = report305b('CAR5314000020080803214539'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5314000020080803214539'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Duck Creek (San Joaquin County)","RIVER","33","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5357000020080808202452","2016","<a href=""JavaScript: newWindow = report305b('CAR5357000020080808202452'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5357000020080808202452'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Duck Slough (Merced County)","RIVER","27","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5581000020080808204645","2016","<a href=""JavaScript: newWindow = report305b('CAR5581000020080808204645'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5581000020080808204645'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Elk Bayou (Tulare County)","RIVER","11","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5451000020080808203024","2016","<a href=""JavaScript: newWindow = report305b('CAR5451000020080808203024'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","IMPAIRED","Lone Willow Slough (Madera County)","RIVER","19","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5412000020080808200529","2016","<a href=""JavaScript: newWindow = report305b('CAR5412000020080808200529'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('CAR5412000020080808200529'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Los Banos Creek (below Los Banos Reservoir, Merced County)","RIVER","31","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
"CA","9","CAR5135503320080731215315","2016","<a href=""JavaScript: newWindow = report305b('CAR5135503320080731215315'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","NOT_ASSESSED","McGaugh Slough (Lake County)","RIVER","5.9","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","N","-"
"CA","9","CAR5326007020080808172929","2016","<a href=""JavaScript: newWindow = report305b('CAR5326007020080808172929'); newWindow.focus()"">305(b) Report</a>","No Mapping Data","GOOD","Mokelumne River, Middle Fork","RIVER","27","MILES","STREAM/CREEK/RIVER","NULL","-","-","-","Y","Y","Y","-"
